Entries,Class,,,,,,,,,,,,,,,,,,,,
sayesinde ekşi sözlüğü açmaz olduğum site iki sayfada bir zart diye önünüze çıkan tam ekran reklamları yüzünden bu firmadan ayrı ekşiden ayrı tiksindim yeter lan,1,,,,,,,,,,,,,,,,,,,,
30 liralık hediye çeki verdi orada kullanamazsın burada kullanmazsın bilmem ne butiğinde çekler geçerli değildir çekten faydalanırsan indirimden feragat edeceksin vs vs neticede sik gibi kaldı orada bir şekilde kullandırtmıyorlar alsınlar çekmecelerinin gözüne soksunlar,1,,,,,,,,,,,,,,,,,,,,
ekşiye girince en çok satan kitaplar reklamına tıklamamla karşıma boşver kardişim kitabı beaaa (bkz: kazak) al (bkz: çiçek) al işte diyen aslen (bkz: moda) sitesi sağ olsunlar kitapları bedenlerine ve ölçülerine göre de ayırmışlar mesela 34x34cm bir kitap ihtiyacın olur gir trendyola al arkadaşım  --- spoiler --- ihtiyacı olanlar için büyük beden kitapları da var,1,,,,,,,,,,,,,,,,,,,,
bir haftadır ne maillerime dönüyorlar ne de telefonla ulaşılabiliyor 20 ekimde yaptığım alışveristen ses seda yok sipariş iptal taleplerimi takmiyorlar dava edilecek olan rezil firma,1,,,,,,,,,,,,,,,,,,,,
iyice bozmuş bünyesine kattığı butiklere dikkat etmeyen bir e-ticaret sitesi olarak artık alışveriş yapmama kararı aldırtmıştır mesela; organize & eğlenceli evler butiğinden yaptığım alışveriş tam bir faciadır iade ile uğraşamayacak kadar vakit ve takat olmayan ben parasını trendyol sayesinde çöpe atmıştır ben yandım siz yanmayın,1,,,,,,,,,,,,,,,,,,,,
binlerce kişiyi dolandırıp kaçan firma tüketicilerin haklarını mahkemede araması gerekir,1,,,,,,,,,,,,,,,,,,,,
batmadıysa da umarım tez zamanda batar 1 bebek bezi için uğraştığım kadar evde imal ederdim sanıyorum kesinlikle tavsiye edilesi ya da kullanılası bir online alışveriş şeysi değil kendi nazarımda,1,,,,,,,,,,,,,,,,,,,,
hakkında ciddi sayıda şikayetlerin olduğu alışveriş sitesi yiyemeyecekleri kadar siparişin altına yatmışlar heralde ama ne hikmetse heryerde bu sitenin reklamı var nasıl para basıyorlar merak ediyorum,1,,,,,,,,,,,,,,,,,,,,
verdikleri fiyatlar biraz aldatıyor insanı zira biz uzunca süredir peşin fiyatına taksit olayına alıştık mağazalarda ya da internet alışverişinde en azından 1-2 banka kredi kartına taksit yapıldığını düşünürüz ama burada verilen fiyatlar tüm kartlar için peşin fiyatlar bu fiyatlar üzerine 6-7 tl kargo gelir peşin öderseniz sorun yok fakat taksit olsun dediğiniz anda güzel yüzdelerle vade farkı görürsünüz ha kimse gizli bir şey yapmıyor fakat başta da dediğim gibi taksitli alışveriş düşünüyorsanız o fiyatlara pek aldanmayın,3,,,,,,,,,,,,,,,,,,,,
istanbulda yer ve bina kıtlığı varmış gibi gelip morhiponun üst katına taşınan şirket,3,,,,,,,,,,,,,,,,,,,,
türkiyede satışını büyük ölçüde arkadaşımın ailesi yaptığından dolayı normal satış fiyatını çok iyi bildiğim bir saat markasını -herhangi bir mağazada fiyatı 40-50 lira civarındayken- 180 liradan 59 liraya düşürmüş yüce indirimli satış sitesidir,3,,,,,,,,,,,,,,,,,,,,
geçen hafta buradan 110 liraya iki ürün aldım bugün bir baktım ürünler yine satışta bu sefer 70 lira hasbinallah çekip kargoya verilmemiş ürünleri iptal ettirdim yeniden daha ucuza aldımYani küfür mü edeyim sevineyim mi bilemedim,3,,,,,,,,,,,,,,,,,,,,
aldığım 4 çantadan 3ünü beğenmemem nedeniyle bu hafta içinde iade edeceğim ürünler resimlerde görüldüğü gibi değil ve düzgün paketlenmemiş bazı çantaların orjinal matraş kılıfı bile yok çok yüklü bir alışveriş olmasına rağmen gereken özenin gösterilmemesi sebebiyle zaten sınıfta kaldılar ama bakalım iade işlemlerini başarıyla gerçekleştirebilecekler mi? gelişmeleri burdan paylaşmaya devam edeceğim bekleyin edit: müşteri hizmetleri iyiymiş arayıp hiçbir sorun olmayacağını ve ürünleri yurtiçi kargo ile alıcı ödemeli göndermemi söylediler bahsetmiş olduğum orjinal matraş kılıfının çıkmaması ürünün yanlış istiflenip buruşması gibi durumlar firmadan kaynaklanıyormuş bunu da kendilerine bildireceklermiş belki önceden iade gelmiş bir üründür kılıfsız iade olmuştur sorun değil iade gelen ürün tabi tekrar satılacak ki biz de beğenmediklerimizi iade edebilelim ama firma bir kılıf koysa iyi olurdu dedim bunuda firmaya ileteceklermiş sonraki alışverişlerimde başka bir sorun yaşamadım,3,,,,,,,,,,,,,,,,,,,,
alışveriş sitesidir geçen gün bir tane küpe beğendim küpenin fiyatı 12 lira tam alacakken bir baktım kargo fiyatı 7 lira yani kargo ile beraber ürünün fiyatı 20 lirayı buluyor eee ne anladım ben bu işten o zaman ucuzluk bunun neresinde,3,,,,,,,,,,,,,,,,,,,,
çok ilginç bi yer genelde iç çamaşırı butikleri için slikonlu ablalarla çalışırlardı bu sefer slikonlu olmayı bırak bildiğin memesiz kıza iç çamaşırı giydirip fotoğrafını çekmişler gerçekten çok ilginç ablanın surat ifadesinden bahsetmek istemiyorum bile,3,,,,,,,,,,,,,,,,,,,,
öncelikle yazdığım bu entryi sikiyim sanırım bu marka başlangıçta trendy ol şeklinde bir slogandan yola çıkarak oluştu ancak halkımız inatla ve anlamsızca trend yol diye vurguladığı için onlar da reklamlarında bu şekilde vurgulamaya başladılar halka karşı talepleri saçma da olsa direnilemeyeceğini gösteren ilginç bir örnek olduğu için değinmek istedim,3,,,,,,,,,,,,,,,,,,,,
ne zaman baksam bambi kampanyası var sitenin adını bambi koyalım bence her yer babet kaynıyor :(,3,,,,,,,,,,,,,,,,,,,,
farklı markaları aynı sepete ekleme seçeneğini hala uygulamayan sitedir bu sebeple çok niyetlenmeme rağmen kendisiyle henüz ticaret yapamadım birden fazla mağazadan alacağım ürünlere 2-3 kere kargo parası vereceğime bi tıkta markafonideyim morhipodayım bu kargodan kar yapma çakallığına devam ettikleri sürece kendileriyle işim olmayacak gibi görünüyor edit büdüt: aynı gün içinde yapılan ilk kargo ödemesinden sonra tüm 20tl ve üzeri alışverişlerde kargo bedava imiş,3,,,,,,,,,,,,,,,,,,,,
mobil uygulamadan verilen siparişlerde kargo ücreti almaz,3,,,,,,,,,,,,,,,,,,,,
bir kere net olarak şuna noktayı koyalım: firma sahibi ve çalışanları ismin trend yol olduğunu söylüyorlar trend yol ne lan? bırakın allah aşkına böyle saçma isim mi olur? trend yolu desen hadi neyse diycem türkçe açısından hem tren yolunu da çağrıştırırdı hadi bakalım hadi bakalım derdim bence bu patron hanım kızımız bir pr firmasıyla anlaşmıştır isim bulmaları için onlar da trendy ol anlamında bu ismi türetmişlerdir kendisine yazılı olarak göndermişlerdir ama bu canım kızcağız ismi trend yol olarak anlayıp öyle beğendiği için müşteriyi bozmamak adına gıklarını çıkarmamışlardır trend yolmuş hah ayakyol,3,,,,,,,,,,,,,,,,,,,,
maslakta açtıkları mağaza için eleştirileri sevilen bir markanın halkla yakınlasması olarak bertaraf etmeye çalışan bir internet alışveriş sitesi internet alışveriş sitesinin mağazalaşması temel amacı internet satışı olarak hayat bulan markayı müşteriden uzaklastırmayacak mı göreceğiz,3,,,,,,,,,,,,,,,,,,,,
acildigi gunden itibaren sorunsuz alisverisimi ve gerekirse iadelerimi yaptigim site 15 gun oncesine kadar,3,,,,,,,,,,,,,,,,,,,,
beden uyumsuzlugu nedeniyle geri gonderdigim siparis 2-3 hafta sonra geri geldi tabi bu arada iade gonderimimin ellerine ulastigi seklinde bir mail gondermedikleri gibi attigim maile de geri donus yapmadilar,3,,,,,,,,,,,,,,,,,,,,
bugun musteri hizmetleriyle yaptigim telefon gorusmesi sonrasi beden uyumsuzlugu nedenli iade suresinin 15 gune indirildigini ogrendim onceden 30 gun olan iade gonderim suresini kasla goz arasinda 15 gune indirmisler ve bunu anlayacaginiz ilk iade gonderimine kadar sizi en fazla birer sefer dudukleyecekler bundan sonrasi icin 5 dusunup 1 alirim trendyol sen kaybedersin,3,,,,,,,,,,,,,,,,,,,,
finansbank-enpara gözümde ne ise trendyol-modagram da odur kasıtlı mı yapıyosunuz anlamıyorum ki bi taraf çok iyi diğer taraf berbat bildiğin modagramın artıklarını satıyor trendyol hiç bir ürünün serisi yok 1-2 beden hatta çoğunda tek beden var,3,,,,,,,,,,,,,,,,,,,,
sipariş ettiğim ayakkabayı 1 numara büyük gönderen site,3,,,,,,,,,,,,,,,,,,,,
bugünkü kışa doğru by high kc kampanyasında mankene yırtık çizme giydirmiş online alışveriş sitesi gerçi firma kaynaklı mı trendyol kaynaklı mı bilemiyorum ancak büyük bir ticari hata yapıldığı kesin,3,,,,,,,,,,,,,,,,,,,,
sitesini yenilemiş işin kötüsü önceden markafoni-limango-trendyol şeytan üçgeninin en hızlısı iken şimdi en yavaşı olmuş kısa bir süre sonra çıkasınız geliyor siteden,3,,,,,,,,,,,,,,,,,,,,
eşofman pazardan allah saklasın nazardan,3,,,,,,,,,,,,,,,,,,,,
kurumsallıktan çok uzak ticari etik ile alakası bile olmayan uluslararası tanınmış markaların sahte tapon versiyonlarını satışa sunan ve buna rağmen hala varlığını sürdüren online alışveriş sitesi,3,,,,,,,,,,,,,,,,,,,,
teslim tarihi 11-18/11/2013 olan kargomu halen yurtiçi kargo sisteminde göremeyince hem maillerine hemde websiteleri üzerindeki şakyet formuna 2 satır yazdığım karalamaya istinaden yaptıkları dönüş üzerine sorunum çözüldü sadece mngden alacam kargomu taahhüt edilen tarihlerde kargonuzu sistemde göremiyorsanız tırmalayın dönüş yapıyorlar en azından yurtiçi ile çalıştıkları sürece sıkıntılarım zor bitecek gibi umarım sıradaki siparişimi kırmazlar hasarlı kargo almadın daha ama kargoda çalıştım ve tırsıyorum,3,,,,,,,,,,,,,,,,,,,,
uzun zaman sonra tekrar alışveriş yaptığım site o zaman sıkıntı olmamıştı bakalım şimdi nasıl olacak gelişmeleri aktaracağım sözlük edit: bugün ayın 10u hala gelen giden yok bakalım 15ine kadar teslimat dediler bekleyiş devam ediyor sözlük edit: ayın 12si oldu bugün ki müşteri temsilcisi ürünün henüz tedarik edilmediğini bildirdi bakalım bekleyiş devam ediyor ancak galiba olmayacak bu iş,3,,,,,,,,,,,,,,,,,,,,
insanı çıldırtabilecek potansiyeli olan site istediğiniz kadar bekleyin o müşteri temsilcisine ulaşamazsınız bir daha işimin olmayacağı kesin edit: hoparlöre alıp gündelik işlerime devam ediyordum ki en sonunda müşteri hizmetlerine bağlandı neyse arada bir bakarım yine de:),3,,,,,,,,,,,,,,,,,,,,
site tasarımını değiştirmesi gereken moda ve alışveriş sitesi hem çok yavaş yükleniyor görseller hem de tek bir markanın onlarca ürünü sayfanın aşağısına kadar in in bitmiyor göz yoruyor hepsine bakmaya üşenip kapatıyorum yeni bir tasarımla ürünlerin görselleri daha kolay ulaşılabilir olup hem de daha hızlı bir çok ürüne bakılabilir çoğu markanın internet sitesi örnek önlerinde açıp incelesinler daha fazla müşteri çekeceklerine garanti veririm,3,,,,,,,,,,,,,,,,,,,,
online alışveriş sitesi evet şu an yine iki hediye çeki aynen duruyor isteyen mesaj atsın yanmasın 0000a kadar geçerli,3,,,,,,,,,,,,,,,,,,,,
hadisenin mahkemeye verdiği alışveriş sitesi habere göre parasının yarısını alamamış,3,,,,,,,,,,,,,,,,,,,,
siteye ulaşılamıyor battı mı la yoksa?!,3,,,,,,,,,,,,,,,,,,,,
maalesef ki satılan ürünler için o kadar emek sarfetmiş olan kişilerin bir türlü satılan ürününden gelen paraları yatırılamıyor he müşteri için no problemo tabii ama ya emek sarfeden onca kişi? diye çıkıp sormak istediğim sitedir,3,,,,,,,,,,,,,,,,,,,,
7 lira kargo parasının 4 lirasını cebe indirir,3,,,,,,,,,,,,,,,,,,,,
daha ucuz diye burdan aldığımnaylon poşete sarıp yolladıkları guess marka çanta pazar malını aratır basitliktedaha önce halıdan parfüme kadar memnun kaldığım bir çok alışverişim oldumarka dışında alışveriş yapmak lazım olan site,3,,,,,,,,,,,,,,,,,,,,
aynı sepette farklı butiklerden ürün olmasına izin vermeme gerekçesini merak ediyorum doğrusu sepet tutarı sadece 1 kuruş eksik olduğu için indirim çekimi kullanamıyorum başka butikten ürün ekleyemediğim için de alışverişten vazgeçiyorum,3,,,,,,,,,,,,,,,,,,,,
ya çok acayip bişey var bu sitede mesela butikler sabah altıda açılıyor ya diyelim ki altıyı on geçe girdim ki benim için normal bi saat mesaim sabah altıda bitiyor neyse işte altıyı on geçe yeni butiğe girdim hemen tükendi yazısı bu ürün başkasının sepetinde yazısı,3,,,,,,,,,,,,,,,,,,,,
lan amk sabahın altısı be altısı ne ara aldın da tükettin arkadaş? sabahın altısında pusuda mı bekliyorsunuz anlamadım ki bari yedi olsun da öyle herkes mi benim gibi vardiyalı çalışıyor lan bu kodumun memleketinde sadfghfgdfs ya da editör beğendiği ürünleri kendine ayırıyor da olabilir bilemedim,3,,,,,,,,,,,,,,,,,,,,
ilanı ile ne yapmaya çalıştığını merak ettiğim alışveriş sitesi kadın mankenin işi çıkmış da erkek manken dur şunu da ben yapayım da bitsin mi demiş anlamadım diğer kadın elbiselerinde yapmasalar bari pantolon hadi neyse de,3,,,,,,,,,,,,,,,,,,,,
yalnızca ürünlerine bakıp beğendiğim ürünler internette daha ucuza satan firmalardan satın aldığım bir başka özel alış veriş sitesi,3,,,,,,,,,,,,,,,,,,,,
şu sıralar kupon ve indirim konusunda abartıya kaçan ve bu sebepten neredeyse hiçbir siparişi zamanında teslim edemeyen firma buraya girip kötülüyorum ama ertesi gün 45 liraya sergilenen formayı 15 liraya alınca tekrar mutlu ediyor insanı,3,,,,,,,,,,,,,,,,,,,,
dudak kalemi satıp rengini yazmayan site artık ne çıkarsa bahtınıza sus ve satın almaya devam et!,3,,,,,,,,,,,,,,,,,,,,
inatla ama inatla ıvır zıvır şeyleri kutuya koyarken kıyafetleri poşete tıkarak gönderen site benim de bugüne kadar inatla ama inatla alışveriş yaptığım siteydi,3,,,,,,,,,,,,,,,,,,,,
bugün alternatif mayo adı altında tesettür mayosu satan web sitesi alternatif ne la?,3,,,,,,,,,,,,,,,,,,,,
farklı kampanyaları sepette birleştirme olayına halen girmemiş olan site markafoni yapıyor oysa mesela ben de o yüzden trendyoldan almak istediğim iki farklı kampanya ürünü varsa ikisini de almıyorum gerçi artık bu sitelerden çok az alışveriş ediyorum ya neyse,3,,,,,,,,,,,,,,,,,,,,
eskiden kutu ile yolladıkları giysileri artık poşete tıkıp yolluyorlar tamam para kazanmayı amaçlıyorlar ama sıradan bir kutu bile fark katıyor sırf bu yüzden alışveriş yapmayı kestiğim site,3,,,,,,,,,,,,,,,,,,,,
beni gerçek anlamda şaşkına çevirmiş alış veriş sitesi trendyol alışveriş sitesi markasını türkiyenin trend yolu sloganı sebebiyle de senelerdir trend - yol olarak algılamışken kısa bir süre önce markanın aslında trendy - ol olduğunu öğrenmemin şaşkınlığı içindeyim,3,,,,,,,,,,,,,,,,,,,,
ben burdan uzun süre alışveriş yaptım gayet de problemsizdi sonra bunlara noldu bilmiyorum ürün tedarik edememeye başladılar ürünü sana satıyor parasını alıyor o ürün gelmiyor teslimat tarihi geçiyor bir mail atıyorlar biraz gecikicek diye sonra da aaa pardon biz onu şeyapamadık para iadenizi yapıcaz filan diye başka bi mail geliyor lan 5 kere üstüste aynı şey olur mu başka başka butiklerde? demek ki beceremiyosun sen bu işi sonra bıraktım alışverişi biraz zaman geçti aradılar beni bizden sık alışveriş yapıyormuşsunuz şimdi neden yapmıyorsunuz diye anlattım durumu dediler ki tedarikçilerimizi değiştirdik valla bi daha yapmicaz söz ben de keriz gibi bişeyler aldım geçen gün nası da heves ettim,3,,,,,,,,,,,,,,,,,,,,
anlamadığım bir kargolama sistemine sahip siteşöyleki kampanya cuma günü bitiyor hadi orasını anladık1 hafta içerisinde tedarik ediyorlar ürünü sonraki 1 haftada da kargoluyorlarolm nasıl iş bu hangi devirde 2 hafta bekliyorsun herhangi bir kargoyusırf bu yüzden ürüne olan hevesini kaçırıyorlar insanınçok çalışmaları lazım çok,3,,,,,,,,,,,,,,,,,,,,
ayın üçünde verdiğim siparişin teslim süresi ayın yedisi ve on ikisi aralığında bugün aradım birinci dağıtımlar gün içerisinde başladı dedi ürünü tedarik edip edemediğizi görüyor musunuz dedim sistemden görünmüyor efendim dedi sistemden nasıl görünmüyor anlamıyorum evet daha teslim süresine var henüz suçlu sıfatıda değiller ama tedarik edilmesi veya edilmemesi sistemden nasıl görnmez hemde tedarik tarihleri ayın dördü ve yedisi aralığındayken enteresan,3,,,,,,,,,,,,,,,,,,,,
pazarda 5 liraya satılan bluzu 12 liraya sattığını gördüğüm site yalnız bazı indirimleri güzel oluyor hakkını yemeyeyim,3,,,,,,,,,,,,,,,,,,,,
bir hafta tedarikbir hafta kargolama süresi olduğu için aldığınız ürünü unutmanıza sebep olan alışveriş sitesi ancak haklarını yemeyelim iade işlemlerinde hiçbir aksaklık yok paranızıda 3-4 gün içinde yatırıyorlar,3,,,,,,,,,,,,,,,,,,,,
versacenin erkek ayakkabısını nasıl 139 tlye sattıklarını açıklamalarını beklediğim site orijinal falan diyolla,3,,,,,,,,,,,,,,,,,,,,
gecen ay tam da bugün palto siparişi verdim 24(yirmi dört) saate kargoda temalı bir butikti evet cuma veya cumartesiye denk geldiğinden tam hatırlamıyorum kargonun gec elimde olacağını biliyordum fakat yaklaşık bir hafta boyunca ürünün elime geçmesini bekledim sistemde siparişiniz hazırlanıyor yazıyordu ve müşteri temsilcisi depoda olduğunu söyledi neyse en sonunda dayanamadım ürün iptalini istedim o gündür bu gündür hala ücret tutarının hesabıma yansımasını bekliyorum normalde bankayla da ilgili bir durum üç beş gün içerisinde fiyat yansıması olabilir kullandığın karta göre değişir prosedürler vs ama yaklaşık üç hafta rahat olmuştur hala ödemenin kredi kartıma geçtiğine dair bir mail alamadım hadi bırak maili işleminiz onaylandı şimdi tüm mesele bankanıza kaldı gibi bir haber dahi verilmedi tek yaptıkları işlem acil uyarı vermek bir ücret iadesi bu kadar zor olmamalı sevgili trendyol esef ve şiddetle kınıyorum edit: ücret iademi geri aldım üzerine bir de indirim kuponu verdiler tesekkurler trendyol,3,,,,,,,,,,,,,,,,,,,,
6-7 parça ürün içeren bir siparişte ürünlerden biri ellerinde kalmamış olacak ki nasılsa arada kaynar mantığıyla onun yerine başka bir şey gönderen alışveriş sitesi bir keresinde de boş kutu göndermişler ertesi gün şikayetim üzerine aynı üründen iki tane ayrı ayrı kargolamışlardı olumsuzlukları bir yana gerçekten ucuz şeyler satıyor geneli çer çöp arada iyi şeyler çıkıyor,3,,,,,,,,,,,,,,,,,,,,
üye olabilmek için gönderdikleri aktivasyon linkleri kırık ve mail içindeki butonlları patlak olan e-ticaret sitesi hep derim yazılımcıya verdiğim parayı kısmayacaksın ağa olay: kötü yazılım sonuç: kaybedilen müşteri ve uçan gelir giden kolay kolay gelmez gari,3,,,,,,,,,,,,,,,,,,,,
başlarda alanının en iyisiydi şimdi -zannediyorum tasarımından- açmamla kapatmam bir oluyor,3,,,,,,,,,,,,,,,,,,,,
tasarım anlanında en iyileri markafoni mobil uygulamada da markafoni ve limango başbaşa denebilir,3,,,,,,,,,,,,,,,,,,,,
ama trend-yol(evet ben de öyle okuyordum gerçeğini öğrensem de değiştiremedim) hepsinin gerisinde ana ekran o kadar karışık ki hangi markanın kapanyalı olduğunu anlamak zaman alıyor,3,,,,,,,,,,,,,,,,,,,,
bir de bu alılveriş sitelerine tavsiye koyu arka zemin kullanın açık renk karmaşık itici ve sıradan duruyor,3,,,,,,,,,,,,,,,,,,,,
an itibariyle sitesindeki her şey tükenen alışveriş sitesi sanırım hacklendi ve bunun farkında değil ev dekorasyon kısmında bile her şeyin tükenmiş olabileceğini düşünmüyorum,3,,,,,,,,,,,,,,,,,,,,
bu ve türevlerinin marjlarının çok uçuk olduğunu söyleyebilirim bir üründen %35-40 ne demek ya hu!,3,,,,,,,,,,,,,,,,,,,,
içindekilerle beraber devrettiler zaar,3,,,,,,,,,,,,,,,,,,,,
kayra firmasının ürünlerini ölçülü şıklık mottosuyla framelerine taşımış olan internetten satış sitesi,3,,,,,,,,,,,,,,,,,,,,
reklamlarını yapmak gibi olmasın da bizim hanım buradan pantolon beğenmiş bana tanesi 60 tl %50 sepette indirimli 2 tane sipariş vermiş bu arkadaşlar pantolonların birini tedarik edememiş öbürünü göndermiş ödediğimiz 60 tlyi iade etmiş siparişimizi gerçekleştiremedikleri için üzülüp 20 tl de hediye çeki vermişler toplamda 7 tlye (kargo ücreti) bir adet loft marka pantolonla 20 tl hediye çeki almış olduk bu pantolonu giymek caiz midir diye diyanete sorasım var,3,,,,,,,,,,,,,,,,,,,,
üşenmeyip saydım kendilerinden 2013 senesinden günümüze kadar tam 102 kez kardeşi olan modagramdan ise 13 kez sipariş vermişim kendi derecelendirme sistemlerine göre ise piramidin en üstünde bulunan elite statüde bir müşteriyim güya bana özel müşteri hizmetleri ve sürpriz fırsatlardan yararlanıyorum (yok öyle bir şey tabii ki) bugüne kadar elbette çoğu sitede olduğu gibi ürün fiyatlarını şişirerek yazmalarını açılan butiklerin orijinal sitelerinde ürünleri daha uygun fiyata bulabiliyor olmamızı defolu ya da pis gelen ürünleri şu saatten sonra saymaya gerek kalmayan türlü hileleri çok da önemsemeyerek,3,,,,,,,,,,,,,,,,,,,,
normal sartlarda severek alisveris yaptığım siteydi lakin son siparisimde guzel siyah bir ayakkabi gördüm resimler e baktim cok guzel bir ayakkabihemen siparis ettim sonra bir de ne goreyim? ayakkabı da yesil yaziyor parantez icindedunya basima yıkıldı neyse hemen iptal ettirelim dedim ama uc gundur hala iptal edemedik almak cok kolay iptal etmek mumkun degil siparisi verirsiniz on gun hazirlaniyor derler sen 2 saat sonra iptal etmeye kalk yok degerlendiriyoruz guvenimi ciddi olarak sarsmis alisveris sitesidirinsallah iptal ederler bekliyoruz,3,,,,,,,,,,,,,,,,,,,,
web sitesine birkaç saattir ulaşılamayan alışveriş şeysi,3,,,,,,,,,,,,,,,,,,,,
reklamlarını bacak ana teması üzerine kurguladığını gördüğümüz alışveriş sitesi,3,,,,,,,,,,,,,,,,,,,,
pazarladıkları ürünü ön plana çıkarmalarının çok daha isabetli olacağı fikrinde olan az sayıda insandan biri olabilirim,3,,,,,,,,,,,,,,,,,,,,
ne yaptiği belli olmayan site siparişimi takip etmek için merkezi aramamla çözümlendi,3,,,,,,,,,,,,,,,,,,,,
sırf çekik gözlü mankenle çekim yaptığı için sözkonusu sayfasının başlığını japon stili yazabilen alışveriş sitesi kıyafetler bildiğimiz sokak modası,3,,,,,,,,,,,,,,,,,,,,
merterin sanal marketleşmiş hali bağcılar merkez trendyolcu herkeş,3,,,,,,,,,,,,,,,,,,,,
buradan pek çok kez alışveriş yaptım yarısından fazlasını da iade ettim ne gönderim ne iade (normal ya da parçalı) sürecinde hiç sıkıntı çıkarmadı sadece bazı bankaların debit kartlarını kullandıran markafoni gibi ayrım da yapmıyor encard kabul ediyor bunların yanında 2 tane büyük derdi vardır biri farklı firmaların ürünlerini tek sepete koyamamak ve daha vahimi türkiyenin en başarısız kargosu yurtiçi kargo ile çalışmaları umarım yakın zamanda başta yurtiçi olmak üzere bu iki sorunu düzeltirler bir de ürün açıklamalarına biraz daha özen gösterseler o ayakkabı su geçirmez mi şu gömlek pamuk mu anlayabilsek süper olur,3,,,,,,,,,,,,,,,,,,,,
iki hafta önce oxxo butiğinden verdiğim siparişi hala tedarik aşamasında olarak gösteren firma şimdiye kadar defalarca kez alışveriş yaptım buradan ve daha önce hiçbir problem yaşamadım bu kez neden böyle olduğunu anlayamadım üstelik teslimat tarihleri olarak gösterilen tarihlerin son günü bugündü iki kez de canlı destek hattına yazdım siparişim iki haftadır tedarik edilemedi ve gönderilemedi dedim ancak sonuç yok kısa bir süre daha bekleteceğiz tedarikçi firmaya durumu bildirdik diyorlar birkaç gün daha bekleyip herhangi bir gelişme olmazsa iptal ettireceğim siparişi,3,,,,,,,,,,,,,,,,,,,,
trend ve yol kelimeleri ile anlamsızca kombin yapan giyim firmasıdir trend tamam da yol nedir amk,3,,,,,,,,,,,,,,,,,,,,
adı büyük ihtimalle bir zamanlar trendleri takip eden manasında kullanılan trendy kelimesinden geliyor trendy olun yani anladınız mı mal mal kıyafetler giymeyin bizden alın trendy olun sonra baktılar ki trendy kelimesi doğduğu gibi kayboldu trend yol şeklinde bölünmesi daha mantıklı geldi,3,,,,,,,,,,,,,,,,,,,,
ilk duyduğunda adı örgüt ismi gibi duran site,3,,,,,,,,,,,,,,,,,,,,
buradaki pijama ısmarladım çay kaşığı yolladılar tarzı yorumlara rağmen modelini çok beğendiğim dandik marka botu sipariş ettim dedim macera olsun 7 gün elime ulaştı hemen kargo görevlisinin yanında kontrol ettim şaşkınlıktan ağzım açık kaldı bot göndermişler! hem de istediğim dandik marka güzel model rengi bedeni falan tam giydim denedim çok yakıştı çok da rahat lakin hayatta gördüğüm en adi malzemeden üretilmiş 1 sınıf suni deri yazıyor sözde süet taklidi daha önce suni süet diye sentetik kadife hatta havlu benzeri kumaşla kaplı ayakkabı ve çantalar görmüş burun kıvırmıştım bu gelense bambaşka bildiğin zımpara kağıdı kaplamışlar çok ilginç,3,,,,,,,,,,,,,,,,,,,,
internetten alışveriş insanıyım(!) 150 lira ve üzeri kargo bedava denilen bir alışverişte beğenmediğin ürünün birini mağazaya iade edersen 150 liradan daha düşük bir alışveriş yapmış olursun ve kargo bedava avantajın biter eğer ürünün tedarik edilememesi durumunda ya da sana ayıplı ürün yollanması sebepli mağaza hatası olsa kargo ücretini trendyol karşılamalıydı bir de başka hiç bir internet sitesinde bu uygulama yokmuşmuş vay babo vay ülke çakal kaynıyor anasını satayım donanımhaber ölücüleri artık her yerdeler,3,,,,,,,,,,,,,,,,,,,,
düdüklenmeye alışkın insanların savundukları internet sitesi vay babosu vay,3,,,,,,,,,,,,,,,,,,,,
adi ilk basta trend yol degil trendy ol imis,3,,,,,,,,,,,,,,,,,,,,
ayakkabı aldığım online satış platformu aslında elle markasına yakışmayan kalitesizlikte bir ürün ama iade falan kim uğraşacak deyip aynı numara giydiğimiz kardeşime verdim sevindi falan buraya kadar sıkıntı yoklan 3 haftadır niye günde iki kere e-faturasını gönderirsiniz vicdansızlar manyak mısınız? amaç ne onu anlamadım nasıl bir sisteminiz var sizin?,3,,,,,,,,,,,,,,,,,,,,
galatasaray a kadın voleybol takımı ile sponsorluk anlaşması imzalayacak olan firma,3,,,,,,,,,,,,,,,,,,,,
mng kargo ile çalışmaya başlamış olan firma,3,,,,,,,,,,,,,,,,,,,,
internetten çok sık alışveriş yaparım hatta neredeyse her şeyimi internetten alıyorum o derece trendyolu da sık sık kullanırım kargo ücreti eksik ürün-yanlış ürün ile ilgili çakallıklar vb benim de başıma geldi ama onun dışında ürün ve ücret iadesiyle ilgili hiç bir sıkıntı yaşamadım şimdiye kadar birkaç gün içinde paramı hemen aldım,3,,,,,,,,,,,,,,,,,,,,
şirket adına fatura kestirmeyen 1980 kafasına sahip site,3,,,,,,,,,,,,,,,,,,,,
çok ikna edici bir sebebi varmış yöneticlerin aldığı prensip kararı gereği şirket adına fatura kesmiyorlarmış bizim faturalarımızı vergiden düşemezsiniz diyor müşteri temsilcisi,3,,,,,,,,,,,,,,,,,,,,
benim anladığım kadarıyla vergi olaylarında bir katakulli için alınmış bir karar gibi son kullanıcılara fatura kesecen maliyeye bildirilmediği için bu faturalar bunların bir kısmını beyan etmesen kim bilecek?,3,,,,,,,,,,,,,,,,,,,,
bugün bi çılgınlık edip twigyden 3 tane ev botu sipariş ettim acaba kış bitmeden gelir mi?,3,,,,,,,,,,,,,,,,,,,,
